"","Path","Filename","HiF","LoF","SppAccp","Prob","calls.sec","X1st","X.Spp","X.Prob","source"
"133","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_232910-HiF.wav","IRON01_20210729_232910-HiF.wav",1,NA,"",NA,2.52,"Mylu","Mylu","1.0000","v.4.4.5"
"134","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_232927-noID.wav","IRON01_20210729_232927-noID.wav",1,NA,"",NA,10.04,"","","NaN/NaN","v.4.4.5"
"135","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_232934-HiF.wav","IRON01_20210729_232934-HiF.wav",1,NA,"",NA,7.19,"Myvo","Myvo","0.9942","v.4.4.5"
"136","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_232951-HiF.wav","IRON01_20210729_232951-HiF.wav",1,NA,"",NA,5.39,"Mylu","Mylu","0.9816","v.4.4.5"
"137","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233009-noID.wav","IRON01_20210729_233009-noID.wav",1,NA,"",NA,6.46,"","","NaN/NaN","v.4.4.5"
"138","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233021-HiF.wav","IRON01_20210729_233021-HiF.wav",1,NA,"",NA,8.45,"Myca","Myvo/Myca","0.56/0.44","v.4.4.5"
"139","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233038-noID.wav","IRON01_20210729_233038-noID.wav",1,NA,"",NA,6.64,"","","NaN/NaN","v.4.4.5"
"140","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233055-HiF.wav","IRON01_20210729_233055-HiF.wav",1,NA,"",NA,9.11,"Mylu","Mylu","0.9861","v.4.4.5"
"141","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233112-HiF.wav","IRON01_20210729_233112-HiF.wav",1,NA,"",NA,6.66,"Mylu","Mylu","1.0000","v.4.4.5"
"142","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233129-noID.wav","IRON01_20210729_233129-noID.wav",1,NA,"",NA,0.16,"Mylu","Mylu","0.9013","v.4.4.5"
"143","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233146-noID.wav","IRON01_20210729_233146-noID.wav",1,NA,"",NA,9.81,"","","NaN/NaN","v.4.4.5"
"144","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233203-noID.wav","IRON01_20210729_233203-noID.wav",1,NA,"",NA,8.59,"Mylu","Mylu/","1.00/0.00","v.4.4.5"
"145","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233220-HiF.wav","IRON01_20210729_233220-HiF.wav",1,NA,"",NA,11.56,"Mylu","Mylu","0.9999","v.4.4.5"
"146","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233237-noID.wav","IRON01_20210729_233237-noID.wav",1,NA,"",NA,10.4,"","","NaN/NaN","v.4.4.5"
"147","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233255-Myci.wav","IRON01_20210729_233255-Myci.wav",1,NA,"",NA,2.82,"Myci","Myci","0.9970","v.4.4.5"
"148","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233312-noID.wav","IRON01_20210729_233312-noID.wav",1,NA,"",NA,0.09,"Mylu","Mylu/","1.00/0.00","v.4.4.5"
"149","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233329-noID.wav","IRON01_20210729_233329-noID.wav",1,NA,"",NA,5.02,"Myyu","Myyu/Myvo/Mylu","0.44/0.26/0.30","v.4.4.5"
"150","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233346-noID.wav","IRON01_20210729_233346-noID.wav",1,NA,"",NA,6.35,"Mylu","Mylu","0.9755","v.4.4.5"
"151","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233404-noID.wav","IRON01_20210729_233404-noID.wav",1,NA,"",NA,0.85,"","","NaN/NaN","v.4.4.5"
"152","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233422-HiF.wav","IRON01_20210729_233422-HiF.wav",1,NA,"",NA,12.27,"Myvo","Myvo","0.9880","v.4.4.5"
"153","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233439-HiF.wav","IRON01_20210729_233439-HiF.wav",1,NA,"",NA,1.66,"Myci","Myci/Mylu","0.54/0.46","v.4.4.5"
"154","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233456-Myvo.wav","IRON01_20210729_233456-Myvo.wav",1,NA,"",NA,3.77,"Myvo","Myvo","0.9999","v.4.4.5"
"155","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233513-HiF.wav","IRON01_20210729_233513-HiF.wav",1,NA,"",NA,1.96,"Myvo","Mylu/Myvo","0.52/0.48","v.4.4.5"
"156","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233530-HiF.wav","IRON01_20210729_233530-HiF.wav",1,NA,"",NA,9.04,"Myvo","Myvo","0.9864","v.4.4.5"
"157","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233547-Myvo.wav","IRON01_20210729_233547-Myvo.wav",1,NA,"",NA,6.24,"Myvo","Myvo","1.0000","v.4.4.5"
"158","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233604-Lano.wav","IRON01_20210729_233604-Lano.wav",1,1,"",NA,4.09,"Lano","Mylu","0.9901","v.4.4.5"
"159","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233616-noID.wav","IRON01_20210729_233616-noID.wav",1,NA,"",NA,10.09,"Myci","Myci","0.9904","v.4.4.5"
"160","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233630-noID.wav","IRON01_20210729_233630-noID.wav",1,NA,"",NA,12,"Myca","Myca/Mylu","0.52/0.48","v.4.4.5"
"161","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233647-HiF.wav","IRON01_20210729_233647-HiF.wav",1,NA,"",NA,8.81,"Mylu","Mylu","0.9978","v.4.4.5"
"162","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233704-Myvo.wav","IRON01_20210729_233704-Myvo.wav",1,NA,"",NA,7.56,"Myvo","Myvo","0.9972","v.4.4.5"
"163","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233721-Lano.wav","IRON01_20210729_233721-Lano.wav",1,1,"",NA,15.43,"Lano","Mylu/Myvo","0.51/0.49","v.4.4.5"
"164","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233738-noID.wav","IRON01_20210729_233738-noID.wav",1,NA,"",NA,3.2,"Myca","Myca","0.9463","v.4.4.5"
"165","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233755-noID.wav","IRON01_20210729_233755-noID.wav",1,NA,"",NA,7.56,"Myvo","Myvo/Mylu","0.62/0.38","v.4.4.5"
"166","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233812-Myvo.wav","IRON01_20210729_233812-Myvo.wav",1,NA,"",NA,10.88,"Myvo","Myvo","1.0000","v.4.4.5"
"167","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233829-Myvo.wav","IRON01_20210729_233829-Myvo.wav",1,NA,"",NA,7.56,"Myvo","Myvo","0.9970","v.4.4.5"
"168","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233845-HiF.wav","IRON01_20210729_233845-HiF.wav",1,NA,"",NA,10.53,"Myvo","Myvo","0.9908","v.4.4.5"
"169","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233902-Myvo.wav","IRON01_20210729_233902-Myvo.wav",1,NA,"",NA,9.1,"Myvo","Myvo","0.9999","v.4.4.5"
"170","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233919-HiF.wav","IRON01_20210729_233919-HiF.wav",1,NA,"",NA,14.4,"Myvo","Myvo","0.9970","v.4.4.5"
"171","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233936-Myvo.wav","IRON01_20210729_233936-Myvo.wav",1,NA,"",NA,4.38,"Myvo","Mylu/Myvo","0.51/0.49","v.4.4.5"
"172","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_233953-HiF.wav","IRON01_20210729_233953-HiF.wav",1,NA,"",NA,9,"Myvo","Myvo","0.9864","v.4.4.5"
"173","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234010-HiLo.wav","IRON01_20210729_234010-HiLo.wav",1,1,"",NA,10.28,"Lano","Mylu/Myvo","0.67/0.33","v.4.4.5"
"174","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234027-Myvo.wav","IRON01_20210729_234027-Myvo.wav",1,NA,"",NA,3.02,"Myvo","Myvo","0.9977","v.4.4.5"
"175","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234044-HiF.wav","IRON01_20210729_234044-HiF.wav",1,NA,"",NA,7.35,"Mylu","Mylu","0.9989","v.4.4.5"
"176","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234101-Myvo.wav","IRON01_20210729_234101-Myvo.wav",1,NA,"",NA,12.81,"Myvo","Myvo","0.9926","v.4.4.5"
"177","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234118-HiF.wav","IRON01_20210729_234118-HiF.wav",1,NA,"",NA,5,"Myvo","Myvo","0.9998","v.4.4.5"
"178","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234135-Lano.wav","IRON01_20210729_234135-Lano.wav",1,1,"Lano",1,2.53,"Lano","","","v.4.4.5"
"179","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234152-noID.wav","IRON01_20210729_234152-noID.wav",1,NA,"",NA,2.37,"Myvo","Myvo/Mylu","0.56/0.44","v.4.4.5"
"180","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234209-Mylu.wav","IRON01_20210729_234209-Mylu.wav",1,NA,"",NA,1.89,"Mylu","Mylu","0.9918","v.4.4.5"
"181","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234226-Mylu.wav","IRON01_20210729_234226-Mylu.wav",1,1,"",NA,8.6,"Mylu","Mylu","0.9999","v.4.4.5"
"182","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234243-HiF.wav","IRON01_20210729_234243-HiF.wav",1,NA,"",NA,7.36,"Myvo","Myvo","0.9870","v.4.4.5"
"183","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234300-HiF.wav","IRON01_20210729_234300-HiF.wav",1,NA,"",NA,6.68,"Myvo","Myvo","0.9774","v.4.4.5"
"184","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234317-Myvo.wav","IRON01_20210729_234317-Myvo.wav",1,1,"",NA,8.03,"Lano","Myvo/Mylu","0.53/0.47","v.4.4.5"
"185","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234334-Myvo.wav","IRON01_20210729_234334-Myvo.wav",1,NA,"",NA,8.53,"Myvo","Myvo","0.9990","v.4.4.5"
"186","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234351-Lano.wav","IRON01_20210729_234351-Lano.wav",1,1,"",NA,6.34,"Lano","Mylu/Myvo","0.50/0.50","v.4.4.5"
"187","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234408-Lano.wav","IRON01_20210729_234408-Lano.wav",1,1,"",NA,6.98,"Lano","Mylu/Myvo","0.56/0.44","v.4.4.5"
"188","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234425-Lano.wav","IRON01_20210729_234425-Lano.wav",1,1,"",NA,8.28,"Lano","Myvo/Mylu","0.56/0.44","v.4.4.5"
"189","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234442-HiF.wav","IRON01_20210729_234442-HiF.wav",1,NA,"",NA,9.17,"Myvo","Myvo/Mylu","0.50/0.50","v.4.4.5"
"190","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234459-Myvo.wav","IRON01_20210729_234459-Myvo.wav",1,NA,"",NA,8.02,"Myvo","Myvo/Mylu","0.60/0.40","v.4.4.5"
"191","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234516-HiF.wav","IRON01_20210729_234516-HiF.wav",1,NA,"",NA,2.81,"Myvo","Myvo/Mylu","0.58/0.42","v.4.4.5"
"192","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234533-HiF.wav","IRON01_20210729_234533-HiF.wav",1,NA,"",NA,12.58,"Myvo","Mylu/Myvo","0.52/0.48","v.4.4.5"
"193","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234550-Myvo.wav","IRON01_20210729_234550-Myvo.wav",1,NA,"",NA,12.94,"Myvo","Myvo","0.9683","v.4.4.5"
"194","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234607-Mylu.wav","IRON01_20210729_234607-Mylu.wav",1,NA,"",NA,10.64,"Mylu","Mylu/","1.00/0.00","v.4.4.5"
"195","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234624-HiF.wav","IRON01_20210729_234624-HiF.wav",1,1,"",NA,7.95,"Mylu","Mylu","1.0000","v.4.4.5"
"196","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234641-Mylu.wav","IRON01_20210729_234641-Mylu.wav",1,NA,"",NA,9.63,"Mylu","Mylu","1.0000","v.4.4.5"
"197","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234658-HiF.wav","IRON01_20210729_234658-HiF.wav",1,NA,"",NA,10.12,"Mylu","Mylu","0.9975","v.4.4.5"
"198","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234715-Mylu.wav","IRON01_20210729_234715-Mylu.wav",1,NA,"",NA,6.49,"Mylu","Mylu","0.9999","v.4.4.5"
"199","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234732-Myvo.wav","IRON01_20210729_234732-Myvo.wav",1,NA,"",NA,4.05,"Myvo","Myvo","0.9971","v.4.4.5"
"200","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234750-Myvo.wav","IRON01_20210729_234750-Myvo.wav",1,NA,"",NA,4.9,"Myvo","Myvo","0.9895","v.4.4.5"
"201","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234810-noID.wav","IRON01_20210729_234810-noID.wav",1,NA,"",NA,13.28,"","","NaN/NaN","v.4.4.5"
"202","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234822-noID.wav","IRON01_20210729_234822-noID.wav",1,NA,"",NA,8.22,"","","NaN/NaN","v.4.4.5"
"203","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234839-Myvo.wav","IRON01_20210729_234839-Myvo.wav",1,NA,"",NA,6.72,"Myvo","Myvo","0.9854","v.4.4.5"
"204","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234856-Mylu.wav","IRON01_20210729_234856-Mylu.wav",1,NA,"",NA,2.55,"Mylu","Mylu","1.0000","v.4.4.5"
"205","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234913-Mylu.wav","IRON01_20210729_234913-Mylu.wav",1,NA,"",NA,9.34,"Mylu","Mylu","1.0000","v.4.4.5"
"206","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234930-HiF.wav","IRON01_20210729_234930-HiF.wav",1,NA,"",NA,10.64,"Myvo","Myvo","0.9934","v.4.4.5"
"207","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_234947-noID.wav","IRON01_20210729_234947-noID.wav",1,NA,"",NA,6.62,"Mylu","Mylu","0.9994","v.4.4.5"
"208","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235004-Myvo.wav","IRON01_20210729_235004-Myvo.wav",1,NA,"",NA,2.67,"Myvo","Myvo","0.9991","v.4.4.5"
"209","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235021-Mylu.wav","IRON01_20210729_235021-Mylu.wav",1,NA,"",NA,13.42,"Mylu","Mylu","1.0000","v.4.4.5"
"210","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235038-HiF.wav","IRON01_20210729_235038-HiF.wav",1,NA,"",NA,8.16,"Myvo","Myvo/Mylu","0.51/0.49","v.4.4.5"
"211","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235055-Myvo.wav","IRON01_20210729_235055-Myvo.wav",1,NA,"",NA,3.09,"Myvo","Myvo","0.9999","v.4.4.5"
"212","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235112-Myvo.wav","IRON01_20210729_235112-Myvo.wav",1,NA,"",NA,2.1,"Myvo","Myvo","1.0000","v.4.4.5"
"213","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235129-HiF.wav","IRON01_20210729_235129-HiF.wav",1,NA,"",NA,2.55,"Myvo","Myvo","0.9998","v.4.4.5"
"214","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235146-HiF.wav","IRON01_20210729_235146-HiF.wav",1,1,"",NA,6.06,"Myvo","Myvo","0.9235","v.4.4.5"
"215","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235203-noID.wav","IRON01_20210729_235203-noID.wav",1,NA,"",NA,5.36,"Myvo","Myvo/Mylu","0.50/0.50","v.4.4.5"
"216","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235213-HiF.wav","IRON01_20210729_235213-HiF.wav",1,NA,"",NA,5.33,"Myvo","Myvo","0.9968","v.4.4.5"
"217","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235231-Lano.wav","IRON01_20210729_235231-Lano.wav",1,1,"",NA,0.4,"Lano","Mylu/Myvo","0.65/0.35","v.4.4.5"
"218","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235254-Myvo.wav","IRON01_20210729_235254-Myvo.wav",1,NA,"",NA,5.09,"Myvo","Myvo","0.9845","v.4.4.5"
"219","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235312-Myvo.wav","IRON01_20210729_235312-Myvo.wav",1,NA,"",NA,6.89,"Myvo","Myvo","0.9813","v.4.4.5"
"220","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235329-Myvo.wav","IRON01_20210729_235329-Myvo.wav",1,NA,"",NA,2.84,"Myvo","Myvo","1.0000","v.4.4.5"
"221","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235346-Mylu.wav","IRON01_20210729_235346-Mylu.wav",1,NA,"",NA,4.02,"Mylu","Mylu","0.9972","v.4.4.5"
"222","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235403-HiF.wav","IRON01_20210729_235403-HiF.wav",1,NA,"",NA,5.08,"Myvo","Myvo","0.9974","v.4.4.5"
"223","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235420-Myvo.wav","IRON01_20210729_235420-Myvo.wav",1,NA,"",NA,7.49,"Myvo","Myvo","1.0000","v.4.4.5"
"224","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235434-noID.wav","IRON01_20210729_235434-noID.wav",1,NA,"",NA,16.2,"Mylu","Mylu/","1.00/0.00","v.4.4.5"
"225","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235451-noID.wav","IRON01_20210729_235451-noID.wav",1,NA,"",NA,14.24,"Myca","Myca/","1.00/0.00","v.4.4.5"
"226","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235507-noID.wav","IRON01_20210729_235507-noID.wav",1,NA,"",NA,6.8,"Myci","Mylu/Myci","0.54/0.46","v.4.4.5"
"227","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235520-noID.wav","IRON01_20210729_235520-noID.wav",1,NA,"",NA,18.05,"","","NaN/NaN","v.4.4.5"
"228","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235525-HiF.wav","IRON01_20210729_235525-HiF.wav",1,NA,"",NA,12.05,"Myvo","Mylu/Myvo/Myci","0.41/0.37/0.21","v.4.4.5"
"229","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235543-Myvo.wav","IRON01_20210729_235543-Myvo.wav",1,NA,"",NA,2.73,"Mylu","Mylu","0.9608","v.4.4.5"
"230","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235600-Myvo.wav","IRON01_20210729_235600-Myvo.wav",1,NA,"",NA,2.52,"Myvo","Myvo","1.0000","v.4.4.5"
"231","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235617-HiF.wav","IRON01_20210729_235617-HiF.wav",1,NA,"",NA,6.23,"","","NaN/NaN","v.4.4.5"
"232","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235635-HiF.wav","IRON01_20210729_235635-HiF.wav",1,NA,"",NA,10.1,"Mylu","Mylu","0.9878","v.4.4.5"
"233","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235652-noID.wav","IRON01_20210729_235652-noID.wav",1,NA,"",NA,4.57,"","","NaN/NaN","v.4.4.5"
"234","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235705-Myvo.wav","IRON01_20210729_235705-Myvo.wav",1,NA,"",NA,3.04,"Myvo","Myvo","0.9997","v.4.4.5"
"235","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235722-Myvo.wav","IRON01_20210729_235722-Myvo.wav",1,NA,"",NA,2.02,"Myvo","Myvo","0.9999","v.4.4.5"
"236","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235739-HiF.wav","IRON01_20210729_235739-HiF.wav",1,NA,"",NA,4.1,"Myvo","Myvo","1.0000","v.4.4.5"
"237","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235756-noID.wav","IRON01_20210729_235756-noID.wav",1,NA,"",NA,3.41,"Mylu","Mylu","0.9945","v.4.4.5"
"238","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235813-HiF.wav","IRON01_20210729_235813-HiF.wav",1,NA,"",NA,3.07,"Myvo","Myvo","0.9558","v.4.4.5"
"239","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235831-noID.wav","IRON01_20210729_235831-noID.wav",1,NA,"",NA,1.83,"Mylu","Mylu","0.9800","v.4.4.5"
"240","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235848-Mylu.wav","IRON01_20210729_235848-Mylu.wav",1,NA,"",NA,9.03,"Mylu","Mylu","1.0000","v.4.4.5"
"241","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235905-Lano.wav","IRON01_20210729_235905-Lano.wav",1,1,"",NA,11.29,"Lano","Myev/Myvo/Mylu","0.44/0.35/0.21","v.4.4.5"
"242","32","",NA,NA,"",NA,NA,"","","","v.4.4.5"
"243","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235923-Lano.wav","IRON01_20210729_235923-Lano.wav",1,1,"Lano",1,3.01,"Lano","","","v.4.4.5"
"244","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235940-noID.wav","IRON01_20210729_235940-noID.wav",1,NA,"",NA,9.82,"Myci","Myvo/Myci","0.53/0.47","v.4.4.5"
"245","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210729_235957-Mylu.wav","IRON01_20210729_235957-Mylu.wav",1,NA,"",NA,2.9,"Mylu","Mylu","0.9998","v.4.4.5"
"246","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000018-HiF.wav","IRON01_20210730_000018-HiF.wav",1,NA,"",NA,8.87,"Mylu","Mylu/Myvo/Myca","0.46/0.40/0.14","v.4.4.5"
"247","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000039-HiF.wav","IRON01_20210730_000039-HiF.wav",1,1,"",NA,4.94,"Lano","Mylu","0.9755","v.4.4.5"
"248","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000056-Lano.wav","IRON01_20210730_000056-Lano.wav",1,1,"",NA,9.16,"Lano","Mylu","0.9654","v.4.4.5"
"249","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000113-noID.wav","IRON01_20210730_000113-noID.wav",1,NA,"",NA,NA,"Mylu","Mylu","0.9014","v.4.4.5"
"250","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000126-HiF.wav","IRON01_20210730_000126-HiF.wav",1,NA,"",NA,9.64,"Mylu","Mylu","0.9958","v.4.4.5"
"251","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000147-Mylu.wav","IRON01_20210730_000147-Mylu.wav",1,NA,"",NA,2.47,"Mylu","Mylu","1.0000","v.4.4.5"
"252","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000204-Lano.wav","IRON01_20210730_000204-Lano.wav",1,1,"",NA,4.06,"Lano","","NaN/NaN","v.4.4.5"
"253","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000221-noID.wav","IRON01_20210730_000221-noID.wav",1,NA,"",NA,4.7,"","","NaN/NaN","v.4.4.5"
"254","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000228-HiF.wav","IRON01_20210730_000228-HiF.wav",1,NA,"",NA,1.65,"Mylu","Mylu","0.9979","v.4.4.5"
"255","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000249-Myvo.wav","IRON01_20210730_000249-Myvo.wav",1,NA,"",NA,1.98,"Myvo","Myvo","0.9998","v.4.4.5"
"256","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000309-noID.wav","IRON01_20210730_000309-noID.wav",1,1,"",NA,12.25,"","","NaN/NaN","v.4.4.5"
"257","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000316-HiF.wav","IRON01_20210730_000316-HiF.wav",1,NA,"",NA,12.88,"Myvo","Myvo/Mylu","0.59/0.41","v.4.4.5"
"258","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000333-HiF.wav","IRON01_20210730_000333-HiF.wav",1,1,"",NA,6.54,"Myvo","Myvo","0.9849","v.4.4.5"
"259","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000350-noID.wav","IRON01_20210730_000350-noID.wav",1,NA,"",NA,9.31,"Mylu","Mylu","1.0000","v.4.4.5"
"260","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000407-HiF.wav","IRON01_20210730_000407-HiF.wav",1,NA,"",NA,11.6,"Mylu","Mylu","0.9125","v.4.4.5"
"261","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000424-noID.wav","IRON01_20210730_000424-noID.wav",1,NA,"",NA,9.58,"Mylu","Mylu/Myci/Myvo","0.45/0.28/0.27","v.4.4.5"
"262","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000441-HiF.wav","IRON01_20210730_000441-HiF.wav",1,NA,"",NA,8.72,"Myci","Myci","0.9795","v.4.4.5"
"263","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000458-Lano.wav","IRON01_20210730_000458-Lano.wav",1,1,"",NA,8.31,"Lano","Mylu","0.9797","v.4.4.5"
"264","Z:\PioneerLights_2021\iron01\sm4\Data\IRON01_20210730_000515-Lano.wav","IRON01_20210730_000515-Lano.wav",1,1,"Lano",1,3.76,"Lano","","","v.4.4.5"
